2020-01-01,171406
2020-01-02,171432
2020-01-03,171593
2020-01-04,171711
2020-01-05,171795
2020-01-06,171906
2020-01-07,172095
2020-01-08,172281
2020-01-09,172488
2020-01-10,172693
2020-01-11,172841
2020-01-12,172929
2020-01-13,173025
2020-01-14,173202
2020-01-15,173397
2020-01-16,173556
2020-01-17,173730
2020-01-18,173910
2020-01-19,174012
2020-01-20,174131
2020-01-21,174347
2020-01-22,174549
2020-01-23,174798
2020-01-24,174985
2020-01-25,175174
2020-01-26,175328
2020-01-27,175438
2020-01-28,175636
2020-01-29,175836
2020-01-30,176020
2020-01-31,176214
2020-02-01,176400
2020-02-02,176504
2020-02-03,176622
2020-02-04,176838
2020-02-05,177020
2020-02-06,177229
2020-02-07,177442
2020-02-08,177626
2020-02-09,177758
2020-02-10,177869
2020-02-11,178060
2020-02-12,178279
2020-02-13,178502
2020-02-14,178711
2020-02-15,178914
2020-02-16,179038
2020-02-17,179162
2020-02-18,179448
2020-02-19,179709
2020-02-20,179942
2020-02-21,180166
2020-02-22,180381
2020-02-23,180515
2020-02-24,180615
2020-02-25,180837
2020-02-26,181046
2020-02-27,181284
2020-02-28,181517
2020-02-29,181722
2020-03-01,181842
2020-03-02,181991
2020-03-03,182179
2020-03-04,182403
2020-03-05,182628
2020-03-06,182854
2020-03-07,183061
2020-03-08,183185
2020-03-09,183304
2020-03-10,183482
2020-03-11,183672
2020-03-12,183888
2020-03-13,184076
2020-03-14,184227
2020-03-15,184373
2020-03-16,184480
2020-03-17,184653
2020-03-18,184836
2020-03-19,185023
2020-03-20,185205
2020-03-21,185348
2020-03-22,185460
2020-03-23,185595
2020-03-24,185750
2020-03-25,185966
2020-03-26,186189
2020-03-27,186387
2020-03-28,186529
2020-03-29,186680
2020-03-30,186810
2020-03-31,186977
2020-04-01,187144
2020-04-02,187310
2020-04-03,187491
2020-04-04,187650
2020-04-05,187788
2020-04-06,187915
2020-04-07,188096
2020-04-08,188264
2020-04-09,188424
2020-04-10,188596
2020-04-11,188754
2020-04-12,188917
2020-04-13,189040
2020-04-14,189236
2020-04-15,189426
2020-04-16,189630
2020-04-17,189841
2020-04-18,190036
2020-04-19,190204
2020-04-20,190356
2020-04-21,190545
2020-04-22,190729
2020-04-23,190949
2020-04-24,191192
2020-04-25,191361
2020-04-26,191519
2020-04-27,191660
2020-04-28,191846
2020-04-29,192077
2020-04-30,192271
2020-05-01,192444
2020-05-02,192575
2020-05-03,192718
2020-05-04,192862
2020-05-05,193042
2020-05-06,193210
2020-05-07,193400
2020-05-08,193589
2020-05-09,193739
2020-05-10,193873
2020-05-11,193990
2020-05-12,194199
2020-05-13,194394
2020-05-14,194610
2020-05-15,194767
2020-05-16,194934
2020-05-17,195081
2020-05-18,195212
2020-05-19,195409
2020-05-20,195623
2020-05-21,195844
2020-05-22,196034
2020-05-23,196201
2020-05-24,196319
2020-05-25,196433
2020-05-26,196613
2020-05-27,196816
2020-05-28,196957
2020-05-29,197120
2020-05-30,197321
2020-05-31,197449
2020-06-01,197565
2020-06-02,197707
2020-06-03,197853
2020-06-04,198024
2020-06-05,198217
2020-06-06,198428
2020-06-07,198557
2020-06-08,198659
2020-06-09,198839
2020-06-10,199026
2020-06-11,199196
2020-06-12,199394
2020-06-13,199570
2020-06-14,199677
2020-06-15,199787
2020-06-16,200056
2020-06-17,200265
2020-06-18,200462
2020-06-19,200639
2020-06-20,200826
2020-06-21,200923
2020-06-22,201049
2020-06-23,201217
2020-06-24,201404
2020-06-25,201611
2020-06-26,201796
2020-06-27,201936
2020-06-28,202049
2020-06-29,202145
2020-06-30,202303
2020-07-01,202458
2020-07-02,202638
2020-07-03,202791
2020-07-04,202939
2020-07-05,203030
2020-07-06,203154
2020-07-07,203324
2020-07-08,203517
2020-07-09,203671
2020-07-10,203792
2020-07-11,203951
2020-07-12,204047
2020-07-13,204154
2020-07-14,204352
2020-07-15,204510
2020-07-16,204671
2020-07-17,204841
2020-07-18,204970
2020-07-19,205067
2020-07-20,205152
2020-07-21,205298
2020-07-22,205497
2020-07-23,205666
2020-07-24,205875
2020-07-25,206022
2020-07-26,206108
2020-07-27,206206
2020-07-28,206360
2020-07-29,206555
2020-07-30,206739
2020-07-31,206904
2020-08-01,207049
2020-08-02,207149
2020-08-03,207234
2020-08-04,207409
2020-08-05,207563
2020-08-06,207707
2020-08-07,207833
2020-08-08,207979
2020-08-09,208074
2020-08-10,208149
2020-08-11,208288
2020-08-12,208451
2020-08-13,208618
